# Code: cgiSensitivity.c v2.1 (sll - 20 Sept 2002 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 5.000000e+07 	meters
# Optics diameter = 3.000000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 100.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-16 m/(s^2 root Hz)
# Position noise = 2.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Laser Shot Noise
# Output Curve type is Laser Shot Noise
#
#
#
#f [Hz] 	hf [Hz^(-1/2)]
6.674851e+01	2.628985e-22
6.704562e+01	2.439492e-22
6.734404e+01	2.355129e-22
6.764379e+01	2.380811e-22
6.794488e+01	2.519618e-22
6.824731e+01	2.768829e-22
6.855108e+01	3.082760e-22
6.885620e+01	3.310965e-22
6.916268e+01	3.272437e-22
6.947053e+01	3.011548e-22
6.977975e+01	2.726534e-22
7.009034e+01	2.533353e-22
7.040231e+01	2.461787e-22
7.071568e+01	2.516491e-22
7.103043e+01	2.700669e-22
7.134659e+01	3.002408e-22
7.166416e+01	3.332721e-22
7.198315e+01	3.474224e-22
7.230354e+01	3.297521e-22
7.262537e+01	2.975840e-22
7.294863e+01	2.710912e-22
7.327333e+01	2.575427e-22
7.359947e+01	2.581393e-22
7.392707e+01	2.732658e-22
7.425612e+01	3.026007e-22
7.458663e+01	3.394802e-22
7.491862e+01	3.617791e-22
7.525209e+01	3.484738e-22
7.558704e+01	3.142845e-22
7.588381e+01	2.872780e-22
7.618173e+01	2.711259e-22
7.648083e+01	2.673162e-22
7.678110e+01	2.761449e-22
7.708255e+01	2.978297e-22
7.738519e+01	3.304661e-22
7.768901e+01	3.637842e-22
7.799402e+01	3.761911e-22
7.830024e+01	3.570302e-22
7.860764e+01	3.236214e-22
7.891626e+01	2.953871e-22
7.922611e+01	2.797205e-22
7.953715e+01	2.779557e-22
7.984943e+01	2.904197e-22
8.016292e+01	3.171726e-22
8.047765e+01	3.543891e-22
8.079361e+01	3.858787e-22
8.111082e+01	3.866583e-22
8.142927e+01	3.568600e-22
8.174896e+01	3.215968e-22
8.206991e+01	2.972461e-22
8.239213e+01	2.880645e-22
8.271561e+01	2.946363e-22
8.304037e+01	3.172968e-22
8.336638e+01	3.541910e-22
8.369369e+01	3.926689e-22
8.402228e+01	4.044024e-22
8.435216e+01	3.781604e-22
8.468334e+01	3.393772e-22
8.501581e+01	3.105364e-22
8.531439e+01	2.987435e-22
8.561401e+01	3.008989e-22
8.591469e+01	3.173075e-22
8.621642e+01	3.476636e-22
8.651922e+01	3.867100e-22
8.682308e+01	4.165054e-22
8.712800e+01	4.138315e-22
8.743399e+01	3.820015e-22
8.774107e+01	3.455477e-22
8.804921e+01	3.198997e-22
8.835844e+01	3.092162e-22
8.866876e+01	3.140722e-22
8.898017e+01	3.347947e-22
8.929267e+01	3.703445e-22
8.960626e+01	4.117042e-22
8.992096e+01	4.342087e-22
9.023677e+01	4.177934e-22
9.055368e+01	3.787694e-22
9.087171e+01	3.434691e-22
9.119085e+01	3.230513e-22
9.151112e+01	3.195907e-22
9.183251e+01	3.334561e-22
9.215502e+01	3.646960e-22
9.247867e+01	4.085038e-22
9.280346e+01	4.443319e-22
9.312939e+01	4.418713e-22
9.345645e+01	4.046214e-22
9.378467e+01	3.639069e-22
9.411405e+01	3.376686e-22
9.444458e+01	3.299414e-22
9.474463e+01	3.393328e-22
9.504563e+01	3.645386e-22
9.534759e+01	4.035847e-22
9.565049e+01	4.450685e-22
9.595442e+01	4.632745e-22
9.625922e+01	4.425233e-22
9.656506e+01	4.017662e-22
9.687186e+01	3.657402e-22
9.717961e+01	3.445998e-22
9.748832e+01	3.402655e-22
9.779807e+01	3.530619e-22
9.810878e+01	3.831348e-22
9.842045e+01	4.269456e-22
9.873316e+01	4.677445e-22
9.904683e+01	4.753759e-22
9.936155e+01	4.433035e-22
9.967722e+01	3.996134e-22
9.999384e+01	3.668258e-22
1.003115e+02	3.517130e-22
1.006302e+02	3.551998e-22
1.009499e+02	3.776405e-22
1.012707e+02	4.180065e-22
1.015923e+02	4.660188e-22
1.019152e+02	4.921366e-22
1.022390e+02	4.720869e-22
1.025637e+02	4.263249e-22
1.028896e+02	3.862189e-22
1.032165e+02	3.642202e-22
1.035444e+02	3.624002e-22
1.038733e+02	3.811516e-22
